2.94961	0.223802	-2.54818	0.0281248	2.92343	0	0	0	0	0	0	0	0	0	0	-0.23096	0	0.176936	0
2.94961	0.223758	-2.54818	0.0279025	2.92343	0	-0.00559227	0	-0.0209858	0	0	-0.124829	0	0.124829	0	-0.230937	0	0.176911	0.01
2.94961	0.223702	-2.54818	0.0276926	2.92343	0	-0.00684005	0	-0.019738	0	0	-0.124778	0	0.124778	0	-0.230916	0	0.176882	0.02
2.94961	0.223634	-2.54818	0.0274952	2.92343	0	-0.0080874	0	-0.0184907	0	0	-0.124735	0	0.124735	0	-0.230897	0	0.176851	0.03
2.94961	0.223553	-2.54818	0.0273103	2.92343	0	-0.00933439	0	-0.0172437	0	0	-0.124699	0	0.124699	0	-0.230881	0	0.176817	0.04
2.94961	0.22346	-2.54818	0.0271379	2.92343	0	-0.0105811	0	-0.015997	0	0	-0.12467	0	0.12467	0	-0.230867	0	0.17678	0.05
2.94961	0.223354	-2.54818	0.0269779	2.92343	0	-0.0118276	0	-0.0147505	0	0	-0.124648	0	0.124648	0	-0.230855	0	0.17674	0.06
2.94961	0.223236	-2.54818	0.0268304	2.92343	0	-0.0130739	0	-0.0135042	0	0	-0.124633	0	0.124633	0	-0.230845	0	0.176697	0.07
2.94961	0.223105	-2.54818	0.0266954	2.92343	0	-0.0143202	0	-0.0122579	0	0	-0.124626	0	0.124626	0	-0.230837	0	0.176652	0.08
2.94961	0.222962	-2.54818	0.0265728	2.92343	0	-0.0155664	0	-0.0110117	0	0	-0.124626	0	0.124626	0	-0.230832	0	0.176603	0.09
2.94961	0.222806	-2.54818	0.0264627	2.92343	0	-0.0168127	0	-0.00976532	0	0	-0.124633	0	0.124633	0	-0.230829	0	0.176552	0.1
2.94961	0.222638	-2.54818	0.026365	2.92343	0	-0.0180592	0	-0.00851885	0	0	-0.124647	0	0.124647	0	-0.230828	0	0.176498	0.11
2.94961	0.222457	-2.54818	0.0262798	2.92343	0	-0.0193059	0	-0.00727217	0	0	-0.124669	0	0.124669	0	-0.230829	0	0.176441	0.12
2.94961	0.222264	-2.54818	0.0262071	2.92343	0	-0.0205529	0	-0.0060252	0	0	-0.124697	0	0.124697	0	-0.230832	0	0.176381	0.13
2.94961	0.222059	-2.54818	0.0261468	2.92343	0	-0.0218002	0	-0.00477787	0	0	-0.124733	0	0.124733	0	-0.230838	0	0.176318	0.14
2.94961	0.221841	-2.54818	0.0260991	2.92343	0	-0.023048	0	-0.00353011	0	0	-0.124776	0	0.124776	0	-0.230846	0	0.176253	0.15
2.94961	0.22161	-2.54818	0.0260638	2.92343	0	-0.0242962	0	-0.00228186	0	0	-0.124826	0	0.124826	0	-0.230856	0	0.176184	0.16
2.94961	0.221367	-2.54818	0.026041	2.92343	0	-0.025545	0	-0.00103303	0	0	-0.124883	0	0.124883	0	-0.230868	0	0.176113	0.17
2.94961	0.221112	-2.54818	0.0260306	2.92343	0	-0.0267945	0	0.000216437	0	0	-0.124947	0	0.124947	0	-0.230882	0	0.176039	0.18
2.94961	0.220844	-2.54818	0.0260328	2.92343	0	-0.0280447	0	0.00146662	0	0	-0.125018	0	0.125018	0	-0.230899	0	0.175962	0.19
2.94961	0.220563	-2.54818	0.0260475	2.92343	0	-0.0292957	0	0.00271758	0	0	-0.125096	0	0.125096	0	-0.230918	0	0.175882	0.2
2.94961	0.22027	-2.54818	0.0260746	2.92343	0	-0.0305475	0	0.0039694	0	0	-0.125182	0	0.125182	0	-0.230939	0	0.175799	0.21
2.94961	0.219965	-2.54818	0.0261143	2.92343	0	-0.0318002	0	0.00522215	0	0	-0.125274	0	0.125274	0	-0.230962	0	0.175714	0.22
2.94961	0.219647	-2.54818	0.0261665	2.92343	0	-0.033054	0	0.00647589	0	0	-0.125374	0	0.125374	0	-0.230987	0	0.175625	0.23
2.94961	0.219316	-2.54818	0.0262313	2.92343	0	-0.0343088	0	0.0077307	0	0	-0.125481	0	0.125481	0	-0.231015	0	0.175534	0.24
2.94961	0.218973	-2.54818	0.0263086	2.92343	0	-0.0355647	0	0.00898664	0	0	-0.125595	0	0.125595	0	-0.231044	0	0.175439	0.25
2.94961	0.218618	-2.54818	0.0263985	2.92343	0	-0.0368219	0	0.0102438	0	0	-0.125716	0	0.125716	0	-0.231076	0	0.175342	0.26
2.94961	0.21825	-2.54818	0.0265009	2.92343	0	-0.0380803	0	0.0115022	0	0	-0.125844	0	0.125844	0	-0.231111	0	0.175242	0.27
2.94961	0.217869	-2.54818	0.0266159	2.92343	0	-0.0393401	0	0.012762	0	0	-0.125979	0	0.125979	0	-0.231147	0	0.175139	0.28
2.94961	0.217475	-2.54818	0.0267436	2.92343	0	-0.0406013	0	0.0140232	0	0	-0.126121	0	0.126121	0	-0.231185	0	0.175033	0.29
2.94961	0.217069	-2.54818	0.0268838	2.92343	0	-0.041864	0	0.0152859	0	0	-0.12627	0	0.12627	0	-0.231226	0	0.174924	0.3
2.94961	0.216651	-2.54818	0.0270366	2.92343	0	-0.0431283	0	0.0165502	0	0	-0.126426	0	0.126426	0	-0.231269	0	0.174812	0.31
2.94961	0.216219	-2.54818	0.0272021	2.92343	0	-0.0443941	0	0.0178161	0	0	-0.126589	0	0.126589	0	-0.231314	0	0.174698	0.32
2.94961	0.215775	-2.54818	0.0273803	2.92343	0	-0.0456617	0	0.0190837	0	0	-0.126759	0	0.126759	0	-0.231361	0	0.17458	0.33
2.94961	0.215319	-2.54818	0.0275711	2.92343	0	-0.0469311	0	0.020353	0	0	-0.126937	0	0.126937	0	-0.23141	0	0.174459	0.34
2.94961	0.214849	-2.54818	0.0277747	2.92343	0	-0.0482023	0	0.0216243	0	0	-0.127121	0	0.127121	0	-0.231462	0	0.174336	0.35
2.94961	0.214367	-2.54818	0.0279909	2.92343	0	-0.0494755	0	0.0228974	0	0	-0.127313	0	0.127313	0	-0.231516	0	0.174209	0.36
2.94961	0.213873	-2.54818	0.0282199	2.92343	0	-0.0507506	0	0.0241725	0	0	-0.127511	0	0.127511	0	-0.231572	0	0.17408	0.37
2.94961	0.213365	-2.54818	0.0284616	2.92343	0	-0.0520277	0	0.0254497	0	0	-0.127717	0	0.127717	0	-0.23163	0	0.173947	0.38
2.94961	0.212845	-2.54818	0.0287161	2.92343	0	-0.053307	0	0.026729	0	0	-0.127929	0	0.127929	0	-0.23169	0	0.173811	0.39
2.94961	0.212312	-2.54818	0.0289834	2.92343	0	-0.0545885	0	0.0280104	0	0	-0.128149	0	0.128149	0	-0.231753	0	0.173673	0.4
2.94961	0.211766	-2.54818	0.0292635	2.92343	0	-0.0558723	0	0.0292942	0	0	-0.128376	0	0.128376	0	-0.231817	0	0.173531	0.41
2.94961	0.211207	-2.54818	0.0295565	2.92343	0	-0.0571584	0	0.0305803	0	0	-0.12861	0	0.12861	0	-0.231884	0	0.173387	0.42
2.94961	0.210636	-2.54818	0.0298623	2.92343	0	-0.0584469	0	0.0318688	0	0	-0.12885	0	0.12885	0	-0.231953	0	0.173239	0.43
2.94961	0.210051	-2.54818	0.0301809	2.92343	0	-0.0597379	0	0.0331598	0	0	-0.129098	0	0.129098	0	-0.232024	0	0.173089	0.44
2.94961	0.209454	-2.54818	0.0305125	2.92343	0	-0.0610314	0	0.0344533	0	0	-0.129353	0	0.129353	0	-0.232097	0	0.172935	0.45
2.94961	0.208844	-2.54818	0.0308571	2.92343	0	-0.0623275	0	0.0357495	0	0	-0.129615	0	0.129615	0	-0.232173	0	0.172779	0.46
2.94961	0.20822	-2.54818	0.0312146	2.92343	0	-0.0636264	0	0.0370483	0	0	-0.129884	0	0.129884	0	-0.232251	0	0.172619	0.47
2.94961	0.207584	-2.54818	0.031585	2.92343	0	-0.064928	0	0.0383499	0	0	-0.13016	0	0.13016	0	-0.23233	0	0.172456	0.48
2.94961	0.206935	-2.54818	0.0319685	2.92343	0	-0.0662324	0	0.0396543	0	0	-0.130443	0	0.130443	0	-0.232412	0	0.17229	0.49
2.94961	0.206272	-2.54818	0.0323651	2.92343	0	-0.0675398	0	0.0409617	0	0	-0.130734	0	0.130734	0	-0.232497	0	0.172121	0.5
