0.45	0	0	0
0.45	0	-5e-07	0.01
0.45	0	-2e-06	0.02
0.45	0	-4.5e-06	0.03
0.45	0	-8e-06	0.04
0.45	0	-1.25e-05	0.05
0.45	0	-1.8e-05	0.06
0.45	0	-2.45e-05	0.07
0.45	0	-3.2e-05	0.08
0.45	0	-4.05e-05	0.09
0.45	0	-5e-05	0.1
0.45	0	-6.05e-05	0.11
0.45	0	-7.2e-05	0.12
0.45	0	-8.45e-05	0.13
0.45	0	-9.8e-05	0.14
0.45	0	-0.0001125	0.15
0.45	0	-0.000128	0.16
0.45	0	-0.0001445	0.17
0.45	0	-0.000162	0.18
0.45	0	-0.0001805	0.19
0.45	0	-0.0002	0.2
0.45	0	-0.0002205	0.21
0.45	0	-0.000242	0.22
0.45	0	-0.0002645	0.23
0.45	0	-0.000288	0.24
0.45	0	-0.0003125	0.25
0.45	0	-0.000338	0.26
0.45	0	-0.0003645	0.27
0.45	0	-0.000392	0.28
0.45	0	-0.0004205	0.29
0.45	0	-0.00045	0.3
0.45	0	-0.0004805	0.31
0.45	0	-0.000512	0.32
0.45	0	-0.0005445	0.33
0.45	0	-0.000578	0.34
0.45	0	-0.0006125	0.35
0.45	0	-0.000648	0.36
0.45	0	-0.0006845	0.37
0.45	0	-0.000722	0.38
0.45	0	-0.0007605	0.39
0.45	0	-0.0008	0.4
0.45	0	-0.0008405	0.41
0.45	0	-0.000882	0.42
0.45	0	-0.0009245	0.43
0.45	0	-0.000968	0.44
0.45	0	-0.0010125	0.45
0.45	0	-0.001058	0.46
0.45	0	-0.0011045	0.47
0.45	0	-0.001152	0.48
0.45	0	-0.0012005	0.49
0.45	0	-0.00125	0.5
0.45	0	-0.0013005	0.51
0.45	0	-0.001352	0.52
0.45	0	-0.0014045	0.53
0.45	0	-0.001458	0.54
0.45	0	-0.0015125	0.55
0.45	0	-0.001568	0.56
0.45	0	-0.0016245	0.57
0.45	0	-0.001682	0.58
0.45	0	-0.0017405	0.59
0.45	0	-0.0018	0.6
0.45	0	-0.0018605	0.61
0.45	0	-0.001922	0.62
0.45	0	-0.0019845	0.63
0.45	0	-0.002048	0.64
0.45	0	-0.0021125	0.65
0.45	0	-0.002178	0.66
0.45	0	-0.0022445	0.67
0.45	0	-0.002312	0.68
0.45	0	-0.0023805	0.69
0.45	0	-0.00245	0.7
0.45	0	-0.0025205	0.71
0.45	0	-0.002592	0.72
0.45	0	-0.0026645	0.73
0.45	0	-0.002738	0.74
0.45	0	-0.0028125	0.75
0.45	0	-0.002888	0.76
0.45	0	-0.0029645	0.77
0.45	0	-0.003042	0.78
0.45	0	-0.0031205	0.79
0.45	0	-0.0032	0.8
0.45	0	-0.0032805	0.81
0.45	0	-0.003362	0.82
0.45	0	-0.0034445	0.83
0.45	0	-0.003528	0.84
0.45	0	-0.0036125	0.85
0.45	0	-0.003698	0.86
0.45	0	-0.0037845	0.87
0.45	0	-0.003872	0.88
0.45	0	-0.0039605	0.89
0.45	0	-0.00405	0.9
0.45	0	-0.0041405	0.91
0.45	0	-0.004232	0.92
0.45	0	-0.0043245	0.93
0.45	0	-0.004418	0.94
0.45	0	-0.0045125	0.95
0.45	0	-0.004608	0.96
0.45	0	-0.0047045	0.97
0.45	0	-0.004802	0.98
0.45	0	-0.0049005	0.99
0.45	0	-0.005	1
0.45	0	-0.0051	1.01
0.45	0	-0.0052	1.02
0.45	0	-0.0053	1.03
0.45	0	-0.0054	1.04
0.45	0	-0.0055	1.05
0.45	0	-0.0056	1.06
0.45	0	-0.0057	1.07
0.45	0	-0.0058	1.08
0.45	0	-0.0059	1.09
0.45	0	-0.006	1.1
0.45	0	-0.0061	1.11
0.45	0	-0.0062	1.12
0.45	0	-0.0063	1.13
0.45	0	-0.0064	1.14
0.45	0	-0.0065	1.15
0.45	0	-0.0066	1.16
0.45	0	-0.0067	1.17
0.45	0	-0.0068	1.18
0.45	0	-0.0069	1.19
0.45	0	-0.007	1.2
0.45	0	-0.0071	1.21
0.45	0	-0.0072	1.22
0.45	0	-0.0073	1.23
0.45	0	-0.0074	1.24
0.45	0	-0.0075	1.25
0.45	0	-0.0076	1.26
0.45	0	-0.0077	1.27
0.45	0	-0.0078	1.28
0.45	0	-0.0079	1.29
0.45	0	-0.008	1.3
0.45	0	-0.0081	1.31
0.45	0	-0.0082	1.32
0.45	0	-0.0083	1.33
0.45	0	-0.0084	1.34
0.45	0	-0.0085	1.35
0.45	0	-0.0086	1.36
0.45	0	-0.0087	1.37
0.45	0	-0.0088	1.38
0.45	0	-0.0089	1.39
0.45	0	-0.009	1.4
0.45	0	-0.0091	1.41
0.45	0	-0.0092	1.42
0.45	0	-0.0093	1.43
0.45	0	-0.0094	1.44
0.45	0	-0.0095	1.45
0.45	0	-0.0096	1.46
0.45	0	-0.0097	1.47
0.45	0	-0.0098	1.48
0.45	0	-0.0099	1.49
0.45	0	-0.01	1.5
0.45	0	-0.0101	1.51
0.45	0	-0.0102	1.52
0.45	0	-0.0103	1.53
0.45	0	-0.0104	1.54
0.45	0	-0.0105	1.55
0.45	0	-0.0106	1.56
0.45	0	-0.0107	1.57
0.45	0	-0.0108	1.58
0.45	0	-0.0109	1.59
0.45	0	-0.011	1.6
0.45	0	-0.0111	1.61
0.45	0	-0.0112	1.62
0.45	0	-0.0113	1.63
0.45	0	-0.0114	1.64
0.45	0	-0.0115	1.65
0.45	0	-0.0116	1.66
0.45	0	-0.0117	1.67
0.45	0	-0.0118	1.68
0.45	0	-0.0119	1.69
0.45	0	-0.012	1.7
0.45	0	-0.0121	1.71
0.45	0	-0.0122	1.72
0.45	0	-0.0123	1.73
0.45	0	-0.0124	1.74
0.45	0	-0.0125	1.75
0.45	0	-0.0126	1.76
0.45	0	-0.0127	1.77
0.45	0	-0.0128	1.78
0.45	0	-0.0129	1.79
0.45	0	-0.013	1.8
0.45	0	-0.0131	1.81
0.45	0	-0.0132	1.82
0.45	0	-0.0133	1.83
0.45	0	-0.0134	1.84
0.45	0	-0.0135	1.85
0.45	0	-0.0136	1.86
0.45	0	-0.0137	1.87
0.45	0	-0.0138	1.88
0.45	0	-0.0139	1.89
0.45	0	-0.014	1.9
0.45	0	-0.0141	1.91
0.45	0	-0.0142	1.92
0.45	0	-0.0143	1.93
0.45	0	-0.0144	1.94
0.45	0	-0.0145	1.95
0.45	0	-0.0146	1.96
0.45	0	-0.0147	1.97
0.45	0	-0.0148	1.98
0.45	0	-0.0149	1.99
0.45	0	-0.015	2
0.45	0	-0.0151	2.01
0.45	0	-0.0152	2.02
0.45	0	-0.0153	2.03
0.45	0	-0.0154	2.04
0.45	0	-0.0155	2.05
0.45	0	-0.0156	2.06
0.45	0	-0.0157	2.07
0.45	0	-0.0158	2.08
0.45	0	-0.0159	2.09
0.45	0	-0.016	2.1
0.45	0	-0.0161	2.11
0.45	0	-0.0162	2.12
0.45	0	-0.0163	2.13
0.45	0	-0.0164	2.14
0.45	0	-0.0165	2.15
0.45	0	-0.0166	2.16
0.45	0	-0.0167	2.17
0.45	0	-0.0168	2.18
0.45	0	-0.0169	2.19
0.45	0	-0.017	2.2
0.45	0	-0.0171	2.21
0.45	0	-0.0172	2.22
0.45	0	-0.0173	2.23
0.45	0	-0.0174	2.24
0.45	0	-0.0175	2.25
0.45	0	-0.0176	2.26
0.45	0	-0.0177	2.27
0.45	0	-0.0178	2.28
0.45	0	-0.0179	2.29
0.45	0	-0.018	2.3
0.45	0	-0.0181	2.31
0.45	0	-0.0182	2.32
0.45	0	-0.0183	2.33
0.45	0	-0.0184	2.34
0.45	0	-0.0185	2.35
0.45	0	-0.0186	2.36
0.45	0	-0.0187	2.37
0.45	0	-0.0188	2.38
0.45	0	-0.0189	2.39
0.45	0	-0.019	2.4
0.45	0	-0.0191	2.41
0.45	0	-0.0192	2.42
0.45	0	-0.0193	2.43
0.45	0	-0.0194	2.44
0.45	0	-0.0195	2.45
0.45	0	-0.0196	2.46
0.45	0	-0.0197	2.47
0.45	0	-0.0198	2.48
0.45	0	-0.0199	2.49
0.45	0	-0.02	2.5
0.45	0	-0.0201	2.51
0.45	0	-0.0202	2.52
0.45	0	-0.0203	2.53
0.45	0	-0.0204	2.54
0.45	0	-0.0205	2.55
0.45	0	-0.0206	2.56
0.45	0	-0.0207	2.57
0.45	0	-0.0208	2.58
0.45	0	-0.0209	2.59
0.45	0	-0.021	2.6
0.45	0	-0.0211	2.61
0.45	0	-0.0212	2.62
0.45	0	-0.0213	2.63
0.45	0	-0.0214	2.64
0.45	0	-0.0215	2.65
0.45	0	-0.0216	2.66
0.45	0	-0.0217	2.67
0.45	0	-0.0218	2.68
0.45	0	-0.0219	2.69
0.45	0	-0.022	2.7
0.45	0	-0.0221	2.71
0.45	0	-0.0222	2.72
0.45	0	-0.0223	2.73
0.45	0	-0.0224	2.74
0.45	0	-0.0225	2.75
0.45	0	-0.0226	2.76
0.45	0	-0.0227	2.77
0.45	0	-0.0228	2.78
0.45	0	-0.0229	2.79
0.45	0	-0.023	2.8
0.45	0	-0.0231	2.81
0.45	0	-0.0232	2.82
0.45	0	-0.0233	2.83
0.45	0	-0.0234	2.84
0.45	0	-0.0235	2.85
0.45	0	-0.0236	2.86
0.45	0	-0.0237	2.87
0.45	0	-0.0238	2.88
0.45	0	-0.0239	2.89
0.45	0	-0.024	2.9
0.45	0	-0.0241	2.91
0.45	0	-0.0242	2.92
0.45	0	-0.0243	2.93
0.45	0	-0.0244	2.94
0.45	0	-0.0245	2.95
0.45	0	-0.0246	2.96
0.45	0	-0.0247	2.97
0.45	0	-0.0248	2.98
0.45	0	-0.0249	2.99
0.45	0	-0.025	3
0.45	0	-0.0251	3.01
0.45	0	-0.0252	3.02
0.45	0	-0.0253	3.03
0.45	0	-0.0254	3.04
0.45	0	-0.0255	3.05
0.45	0	-0.0256	3.06
0.45	0	-0.0257	3.07
0.45	0	-0.0258	3.08
0.45	0	-0.0259	3.09
0.45	0	-0.026	3.1
0.45	0	-0.0261	3.11
0.45	0	-0.0262	3.12
0.45	0	-0.0263	3.13
0.45	0	-0.0264	3.14
0.45	0	-0.0265	3.15
0.45	0	-0.0266	3.16
0.45	0	-0.0267	3.17
0.45	0	-0.0268	3.18
0.45	0	-0.0269	3.19
0.45	0	-0.027	3.2
0.45	0	-0.0271	3.21
0.45	0	-0.0272	3.22
0.45	0	-0.0273	3.23
0.45	0	-0.0274	3.24
0.45	0	-0.0275	3.25
0.45	0	-0.0276	3.26
0.45	0	-0.0277	3.27
0.45	0	-0.0278	3.28
0.45	0	-0.0279	3.29
0.45	0	-0.028	3.3
0.45	0	-0.0281	3.31
0.45	0	-0.0282	3.32
0.45	0	-0.0283	3.33
0.45	0	-0.0284	3.34
0.45	0	-0.0285	3.35
0.45	0	-0.0286	3.36
0.45	0	-0.0287	3.37
0.45	0	-0.0288	3.38
0.45	0	-0.0289	3.39
0.45	0	-0.029	3.4
0.45	0	-0.0291	3.41
0.45	0	-0.0292	3.42
0.45	0	-0.0293	3.43
0.45	0	-0.0294	3.44
0.45	0	-0.0295	3.45
0.45	0	-0.0296	3.46
0.45	0	-0.0297	3.47
0.45	0	-0.0298	3.48
0.45	0	-0.0299	3.49
0.45	0	-0.03	3.5
0.45	0	-0.0301	3.51
0.45	0	-0.0302	3.52
0.45	0	-0.0303	3.53
0.45	0	-0.0304	3.54
0.45	0	-0.0305	3.55
0.45	0	-0.0306	3.56
0.45	0	-0.0307	3.57
0.45	0	-0.0308	3.58
0.45	0	-0.0309	3.59
0.45	0	-0.031	3.6
0.45	0	-0.0311	3.61
0.45	0	-0.0312	3.62
0.45	0	-0.0313	3.63
0.45	0	-0.0314	3.64
0.45	0	-0.0315	3.65
0.45	0	-0.0316	3.66
0.45	0	-0.0317	3.67
0.45	0	-0.0318	3.68
0.45	0	-0.0319	3.69
0.45	0	-0.032	3.7
0.45	0	-0.0321	3.71
0.45	0	-0.0322	3.72
0.45	0	-0.0323	3.73
0.45	0	-0.0324	3.74
0.45	0	-0.0325	3.75
0.45	0	-0.0326	3.76
0.45	0	-0.0327	3.77
0.45	0	-0.0328	3.78
0.45	0	-0.0329	3.79
0.45	0	-0.033	3.8
0.45	0	-0.0331	3.81
0.45	0	-0.0332	3.82
0.45	0	-0.0333	3.83
0.45	0	-0.0334	3.84
0.45	0	-0.0335	3.85
0.45	0	-0.0336	3.86
0.45	0	-0.0337	3.87
0.45	0	-0.0338	3.88
0.45	0	-0.0339	3.89
0.45	0	-0.034	3.9
0.45	0	-0.0341	3.91
0.45	0	-0.0342	3.92
0.45	0	-0.0343	3.93
0.45	0	-0.0344	3.94
0.45	0	-0.0345	3.95
0.45	0	-0.0346	3.96
0.45	0	-0.0347	3.97
